Qualified for pricelist >= 2024;Code;Name;Description;LicenseDuration;MaintenanceDuration;ExpectedDeliveryTime;PaymentModel;ExpectedInvoiceDate;GrantOfRights;Profile;MandatoryOptional_ID;LicenseMethod;Cost_Center;Discount_Rate;Operational_Profit_Rate;OperationalProfitType;Perpetual;Support_Hours_Amount;UpdateRight;Apply_Withholding_Tax
;422;Client subscription per 1000 units (>3M managed vehicles);In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units per year.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;423;Flatrate subscription (up to 500k units);"The license is valid for one mass production project of one Tier1 product of the purchasing company and is restricted to one Vehicle OEM

and to one Vehicle Model Generation.

EB recognizes correct use, if the license is used according to EB T&C Clause ""2.1.3 Reproduction and Distribution License“ and in addition all

of the following conditions are met:

a. The run-time software is used for one Vehicle OEM only.

b. The run-time software is used for one Vehicle Model Generation only.

c. The run-time software is used for one Tier1 product only.

d. The run-time software is used in one ECU software version only.

e. The run-time software is used for one HW microcontroller derivate and compiler version only.

Additionally the license is valid for the following license parameters:

- Mass production: yes

- Tier1 product: one, as defined in License Profile above.

- Vehicle OEM: one, as defined in License Profile above.

- Vehicle Model Generation: one, as defined in License Profile above.

- Tier1: one, as defined in License Profile above.

- ECU Software version: one

- μC & compiler: one hw derivate and one compiler, as defined in License Profile above.

- Duration: one year



EB defines a Tier1 product as follows:

a. ECUs of a Tier1 product carry out the same basic control functionality, e.g., Park Assistant, Airbag, Climate Control Unit, Lane Departure

Warning, Wind shield wipers.

b. Variations of the basic control functionalities in the ECUs only reflect the differences of multiple OEM car model generations, for which the

ECUs of a Tier1 product are built for.

EB defines an ECU software version as follows:

a. One specific binary of an ECU software.

b. Variations of the control functionalities for different car models within the platform are implemented in the ECU software by calibration

parameters, calibration tables, pre-compile or pre-build software configuration, only.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;424;Flatrate subscription (>500k up to 1M units);"The license is valid for one mass production project of one Tier1 product of the purchasing company and is restricted to one Vehicle OEM

and to one Vehicle Model Generation.

EB recognizes correct use, if the license is used according to EB T&C Clause ""2.1.3 Reproduction and Distribution License“ and in addition all

of the following conditions are met:

a. The run-time software is used for one Vehicle OEM only.

b. The run-time software is used for one Vehicle Model Generation only.

c. The run-time software is used for one Tier1 product only.

d. The run-time software is used in one ECU software version only.

e. The run-time software is used for one HW microcontroller derivate and compiler version only.

Additionally the license is valid for the following license parameters:

- Mass production: yes

- Tier1 product: one, as defined in License Profile above.

- Vehicle OEM: one, as defined in License Profile above.

- Vehicle Model Generation: one, as defined in License Profile above.

- Tier1: one, as defined in License Profile above.

- ECU Software version: one

- μC & compiler: one hw derivate and one compiler, as defined in License Profile above.

- Duration: one year



EB defines a Tier1 product as follows:

a. ECUs of a Tier1 product carry out the same basic control functionality, e.g., Park Assistant, Airbag, Climate Control Unit, Lane Departure

Warning, Wind shield wipers.

b. Variations of the basic control functionalities in the ECUs only reflect the differences of multiple OEM car model generations, for which the

ECUs of a Tier1 product are built for.

EB defines an ECU software version as follows:

a. One specific binary of an ECU software.

b. Variations of the control functionalities for different car models within the platform are implemented in the ECU software by calibration

parameters, calibration tables, pre-compile or pre-build software configuration, only.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;425;Flatrate subscription (>1M units);"The license is valid for one mass production project of one Tier1 product of the purchasing company and is restricted to one Vehicle OEM

and to one Vehicle Model Generation.

EB recognizes correct use, if the license is used according to EB T&C Clause ""2.1.3 Reproduction and Distribution License“ and in addition all

of the following conditions are met:

a. The run-time software is used for one Vehicle OEM only.

b. The run-time software is used for one Vehicle Model Generation only.

c. The run-time software is used for one Tier1 product only.

d. The run-time software is used in one ECU software version only.

e. The run-time software is used for one HW microcontroller derivate and compiler version only.

Additionally the license is valid for the following license parameters:

- Mass production: yes

- Tier1 product: one, as defined in License Profile above.

- Vehicle OEM: one, as defined in License Profile above.

- Vehicle Model Generation: one, as defined in License Profile above.

- Tier1: one, as defined in License Profile above.

- ECU Software version: one

- μC & compiler: one hw derivate and one compiler, as defined in License Profile above.

- Duration: one year



EB defines a Tier1 product as follows:

a. ECUs of a Tier1 product carry out the same basic control functionality, e.g., Park Assistant, Airbag, Climate Control Unit, Lane Departure

Warning, Wind shield wipers.

b. Variations of the basic control functionalities in the ECUs only reflect the differences of multiple OEM car model generations, for which the

ECUs of a Tier1 product are built for.

EB defines an ECU software version as follows:

a. One specific binary of an ECU software.

b. Variations of the control functionalities for different car models within the platform are implemented in the ECU software by calibration

parameters, calibration tables, pre-compile or pre-build software configuration, only.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;426;Client subscription per 1000 units (up to 500k units);"The license is valid for one mass production project of one Tier1 product of the purchasing company and is restricted to one Vehicle OEM

and to one Vehicle Model Generation.

EB recognizes correct use, if the license is used according to EB T&C Clause ""2.1.3 Reproduction and Distribution License“ and in addition all

of the following conditions are met:

a. The run-time software is used for one Vehicle OEM only.

b. The run-time software is used for one Vehicle Model Generation only.

c. The run-time software is used for one Tier1 product only.

d. The run-time software is used in one ECU software version only.

e. The run-time software is used for one HW microcontroller derivate and compiler version only.

Additionally the license is valid for the following license parameters:

- Mass production: yes

- Tier1 product: one, as defined in License Profile above.

- Vehicle OEM: one, as defined in License Profile above.

- Vehicle Model Generation: one, as defined in License Profile above.

- Tier1: one, as defined in License Profile above.

- ECU Software version: one

- μC & compiler: one hw derivate and one compiler, as defined in License Profile above.

- Duration: one year



EB defines a Tier1 product as follows:

a. ECUs of a Tier1 product carry out the same basic control functionality, e.g., Park Assistant, Airbag, Climate Control Unit, Lane Departure

Warning, Wind shield wipers.

b. Variations of the basic control functionalities in the ECUs only reflect the differences of multiple OEM car model generations, for which the

ECUs of a Tier1 product are built for.

EB defines an ECU software version as follows:

a. One specific binary of an ECU software.

b. Variations of the control functionalities for different car models within the platform are implemented in the ECU software by calibration

parameters, calibration tables, pre-compile or pre-build software configuration, only.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;427;Client subscription per 1000 units (>500k up to 1M units);"The license is valid for one mass production project of one Tier1 product of the purchasing company and is restricted to one Vehicle OEM

and to one Vehicle Model Generation.

EB recognizes correct use, if the license is used according to EB T&C Clause ""2.1.3 Reproduction and Distribution License“ and in addition all

of the following conditions are met:

a. The run-time software is used for one Vehicle OEM only.

b. The run-time software is used for one Vehicle Model Generation only.

c. The run-time software is used for one Tier1 product only.

d. The run-time software is used in one ECU software version only.

e. The run-time software is used for one HW microcontroller derivate and compiler version only.

Additionally the license is valid for the following license parameters:

- Mass production: yes

- Tier1 product: one, as defined in License Profile above.

- Vehicle OEM: one, as defined in License Profile above.

- Vehicle Model Generation: one, as defined in License Profile above.

- Tier1: one, as defined in License Profile above.

- ECU Software version: one

- μC & compiler: one hw derivate and one compiler, as defined in License Profile above.

- Duration: one year



EB defines a Tier1 product as follows:

a. ECUs of a Tier1 product carry out the same basic control functionality, e.g., Park Assistant, Airbag, Climate Control Unit, Lane Departure

Warning, Wind shield wipers.

b. Variations of the basic control functionalities in the ECUs only reflect the differences of multiple OEM car model generations, for which the

ECUs of a Tier1 product are built for.

EB defines an ECU software version as follows:

a. One specific binary of an ECU software.

b. Variations of the control functionalities for different car models within the platform are implemented in the ECU software by calibration

parameters, calibration tables, pre-compile or pre-build software configuration, only.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;428;Client subscription per 1000 units (>1M units);"The license is valid for one mass production project of one Tier1 product of the purchasing company and is restricted to one Vehicle OEM

and to one Vehicle Model Generation.

EB recognizes correct use, if the license is used according to EB T&C Clause ""2.1.3 Reproduction and Distribution License“ and in addition all

of the following conditions are met:

a. The run-time software is used for one Vehicle OEM only.

b. The run-time software is used for one Vehicle Model Generation only.

c. The run-time software is used for one Tier1 product only.

d. The run-time software is used in one ECU software version only.

e. The run-time software is used for one HW microcontroller derivate and compiler version only.

Additionally the license is valid for the following license parameters:

- Mass production: yes

- Tier1 product: one, as defined in License Profile above.

- Vehicle OEM: one, as defined in License Profile above.

- Vehicle Model Generation: one, as defined in License Profile above.

- Tier1: one, as defined in License Profile above.

- ECU Software version: one

- μC & compiler: one hw derivate and one compiler, as defined in License Profile above.

- Duration: one year



EB defines a Tier1 product as follows:

a. ECUs of a Tier1 product carry out the same basic control functionality, e.g., Park Assistant, Airbag, Climate Control Unit, Lane Departure

Warning, Wind shield wipers.

b. Variations of the basic control functionalities in the ECUs only reflect the differences of multiple OEM car model generations, for which the

ECUs of a Tier1 product are built for.

EB defines an ECU software version as follows:

a. One specific binary of an ECU software.

b. Variations of the control functionalities for different car models within the platform are implemented in the ECU software by calibration

parameters, calibration tables, pre-compile or pre-build software configuration, only.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;430;Project License (EB cadian);"The license is valid for one mass production project of one Tier1 product of the purchasing company and is restricted to one Vehicle OEM and to one Vehicle Model Generation.

EB recognizes correct use, if the license is used according to EB T&C Clause ""2.1.3 Reproduction and Distribution License“ and in addition all of the following conditions are met:

a. The run-time software is used for one Vehicle OEM only.

B. The run-time software is used for one Vehicle Model Generation only.

Additionally the license is valid for the following license parameters:

- Mass production: yes

- Vehicle OEM: one, as defined in License Profile above.

- Duration: perpetual";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;431;Node Locked License Maintenance Extension, Run-time (EB Assist ADTF Toolboxes);"

- Per seat;

-Includes free UPDATES to new product versions within the same primary version number for 12 months.

-Applies to ADTF 2 - Calibration Toolbox or ADTF 2 – ML/SL Toolbox";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;TRUE;;none;TRUE
;432;Floating License, Development (EB Assist ADTF 2);"- Perpetual, concurrent DEVELOPMENT LICENSE per seat

- Includes 20h Support  for the first year

- Includes all standard toolboxes";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;ADTF Floating License File;6400;10;;Calculated;TRUE;20;none;TRUE
